event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG804,2024-01-22,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Kaematok,-5.138,143.5509,2,Post Courier,National,"On 22 January 2024, a group of men abducted two women accused of sorcery and tortured them with hot iron rods in Maramuni Rural LLG (coded to Kaematok, Enga). The women were accused of using sorcery to kill a man in the village. Police arrived to rescue the women and are investigating.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1731510576
PNG799,2024-01-24,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kamaneku Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kamaneku Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Chimbu,Kundiawa-Gembogl,NA,Kundiawa Urban,-6.0265,144.968,1,Post Courier; The National (Papua New Guinea),National,"Around 24 January 2024 (week of), youths from the Kamaneku tribe fought amongst themselves in Kundiawa town (Chimbu). There are conflicting reports with regards to motive of the clash (one report mentions that the event followed an assault on a tribal leader's son in 2023 , while another one mentions that it was over the death of a doctor). Police intervened and arrested those involved.",0,crowd size=no report,1762292062
PNG800,2024-01-24,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kende Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Map Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,2,The National (Papua New Guinea),National,"Around 24 January 2024 (week of), suspected members of the Kende tribe attacked and killed a Map man in Mendi Urban LLG (coded to Mendi, Southern Highlands) in retaliation of the death of a Kende man in 2023. The victim was the finance officer of the District Development Authority treasury in Mendi. The Map tribe then clashed with the Kende tribe in retaliation of the death of the Map man (coded separately).",1,crowd size=no report; local administrators,1741139787
PNG805,2024-01-24,2024,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Teremanda,-5.479,143.7102,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"Around 24 January 2024 (week of), a group of men abducted two women accused of sorcery and burnt and tortured them in Teremanda (Enga). The women were accused of using sorcery to kill a son. They were rescued and taken to Wabag Police Station.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1719352949
PNG802,2024-01-25,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Map Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kende Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,2,The National (Papua New Guinea),National,"On 25 January 2024, the Map tribe clashed with the Kende tribe in Kende village, Mendi Urban LLG (coded to Mendi, Southern Highlands) in retaliation of the killing of a Map man (coded separately). There were 2 deaths and houses torched on the Kende side and injuries sustained on both sides. Women and children were displaced.",2,crowd size=no report,1741139787
PNG796,2024-01-27,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Maimai Clan Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Pokale Clan Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Wabag,-5.4919,143.7272,1,The National (Papua New Guinea),National,"On 27 January 2024, the Maimai clan (coded as Maimai tribe) and Pokale clan (coded as Pokale tribe) surrendered their weapons and agreed to peace in a peace and reconciliation ceremony at the provincial police headquarters in Wabag town (Enga) ending 2 months of fighting between them. The agreement was witnessed by the Lagaip MP, senior public servants, and police officials. The fighting began when members of the Maimai clan attacked and killed a Pokale man (coded separately).",0,NA,1741741875
PNG806,2024-01-28,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Military Forces of Papua New Guinea (2019-),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 28 January 2024, youths with firearms attacked a senior commanding officer of the PNG Defense Force in his vehicle at Erima, Port Moresby (National Capital District). The officer was likely off-duty. The youths injured the officer's family members and damaged the vehicle. The motive behind the attack is unclear. Military police have detained two suspects.",0,crowd size=no report,1750186809
PNG884,2024-01-28,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Gerup Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Nunzen Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Tewae-Siassi,NA,Karako,-6.2181,147.5947,1,The National (Papua New Guinea),National,"Around 28 January 2024 (between 22 January - 5 February), villagers (likely from Gerup and Nunzen based on the wording of the report which mentions that fighting between the two groups left at least two killed recently) fought in Gerup, Karako ward, Sialum LLG, Tewae-Siassi, Morobe. During 22 January - 5 February, fighting between the two groups left at least two dead and Gerup and Nunzen villages completly destroyed (event coded for Gerup, Karako, assuming that fighting occurred in both villagers during this period). Fatalities split across two events.",1,crowd size=no report,1731510576
PNG885,2024-01-28,2024,3,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Gerup Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Nunzen Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Tewae-Siassi,NA,Nungen,-6.1482,147.6367,1,The National (Papua New Guinea),National,"Around 28 January 2024 (between 22 January - 5 February), villagers (likely from Gerup and Nunzen/Nunzeng based on the wording of the report which mentions that fighting between the two groups left at least two killed recently) fought in Nunzen/Nunzeng, Nungen ward, Sialum LLG, Tewae-Siassi, Morobe. During 22 January - 5 February, fighting between the two groups left at least two dead and Gerup and Nunzen villages completly destroyed (event coded for Nunzen, Nungen, assuming that fighting occurred in both villagers during this period). Fatalities split across two events.",1,crowd size=no report,1715717083
PNG798,2024-02-01,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Goilala Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Tari Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 1 February 2024, Goilala and Tari groups clashed at Badili, Port Moresby (National Capital District) resulting in 1 injured. The clash was triggered by a drunken brawl between Goilala and Tari youths earlier that day (coded separately). Police detained 1 suspect.",0,crowd size=no report,1750186809
PNG808,2024-02-01,2024,1,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Goilala Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Tari Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"Other: On 1 February 2024, Goilala and Tari youths clashed in a drunken brawl at Badili, Port Moresby (National Capital District). This triggered a clash between the two groups later that day (coded separately).",0,NA,1750186809
PNG809,2024-02-06,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tongai/Kanapugl Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kindeng Block Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Jiwaka,Anglimp-South Waghi,NA,Kindeng 1,-5.7891,144.4515,2,Post Courier,National,"On 6 February 2024, Tongai/Kanapugl youths and Kindeng Block youths clashed at Kindeng market near Kindeng 1 (Jiwaka) after a man under the influence of alcohol kicked a woman (coded separately). The youths were armed with knives, catapults, sticks, stones, and iron rods. Police did not intervene resulting in the escalation of the fight. There were no fatalities.",0,crowd size=no report,1741125203
PNG810,2024-02-06,2024,1,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Jiwaka,Anglimp-South Waghi,NA,Kindeng 1,-5.7891,144.4515,2,Post Courier,National,"Other: On 6 February 2024, a man under the influence of alcohol kicked a woman at Kindeng market near Kindeng 1 (Jiwaka) resulting in a clash between Tongai/Kanapugl and Kindeng Block youths later that day (coded separately).",0,NA,1741125203
PNG811,2024-02-08,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Tave'iraUha'a Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Nora'enta-arundira Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Aiyura Urban,-6.3454,145.9091,1,Post Courier,National,"On 8 February 2024, Tave'iraUha'a and Nora'enta-arundira villagers laid down their weapons and signed a ceasefire agreement in a ceasefire ceremony at the district headquarters in Aiyura Valley, Aiyura Urban (Eastern Highlands) ending 17 years of conflict between them. The ceremony was organized by the peace and mediation committee and witnessed by the local leaders, police, district government officers, and church representatives. The conflict started from a sorcery-related accusation in 2007 that resulted in both sides losses.",0,NA,1734463312
PNG813,2024-02-09,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Butu Settlement Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),East Taraka Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 9 February 2024, about 40 to 50 suspected youth settlers from Butu Settlement fought with East Taraka villagers in Lae City (Morobe), resulting to 1 person being shot dead. The encounter occurred as Butu Settlement youths ransacked a store at East Taraka, Lae. On the same day, East Taraka villagers retaliated again at the same location, which led to the death of another person. Houses were burned where the suspects came from and broke in. Authorities believed that the group who ransacked the store was from the nearby Butu Settlement at the back of East Taraka, and they could not confirm which group the fatalities were associated with.",2,crowd size=about 40 to 50,1708472463
PNG812,2024-02-10,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Christian Group (Papua New Guinea); Government of Papua New Guinea (2019-); Health Workers (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Bubia,-6.6634,146.9103,1,Post Courier; The National (Papua New Guinea),National,"On 10 February 2024, unidentified assailants attempted to break into a canteen at the National Agricultural Research Institute (NARI) and subsequently entered the house of a health worker that is within the NARI premises in Bubia, Huon (Morobe), resulting in 6 wounded individuals. 2 security officers were beaten and wounded by the assailants after their attempt to break into NARI's canteen. They stole the guards' uniforms and disguised themselves as guards, but were intercepted by NARI security officers. After their failed attempt to break into the canteen, they entered the house of a health worker, who is also a government worker, and beat and stabbed 3 of the health worker's relatives. Their house was also looted. A church pastor was also injured by the assailants.",0,crowd size=no report,1730835688
PNG814,2024-02-14,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Pindiu Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Pindiu Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Morobe,Finschhafen,NA,Gagidu,-6.6052,147.8543,1,The National (Papua New Guinea),National,"On 14 February 2024, Pindiu villages agreed to peace in a peace ceremony at Gagidu town, Gagidu (Morobe) ending 8 years of conflict between them that resulted in 5 deaths and 84 houses torched. According to the Morobe police commander, the conflict followed differences in landownership. The peace ceremony was witness by representatives from the Pindiu villages and police.",0,NA,1741741875
PNG815,2024-02-16,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Dayanakenu Tribal Group (Papua New Guinea); Sosintenu Tribal Group (Papua New Guinea); Yauna Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Batakona Yauna Settlement Communal Group (Papua New Guinea); Isontenu Communal Group (Papua New Guinea); Punano Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Kainantu,-6.2897,145.8603,1,Post Courier,National,"On 16 February 2024, the Yauna, Dayanakenu, Sosintenu, Punano, and Isontenu tribes with the Batakona Yauna settlers signed a ceasefire agreement in Kainantu (Eastern Highlands) ending 4 months of conflict among them. The conflict followed land disputes over the lagoon area of Yonki Dam. The ceasefire agreement was signed and witnessed by 60 representatives from the respective tribes and settlers, police, LLG and district officials, and other local leaders.",0,NA,1738102177
PNG817,2024-02-17,2024,1,Strategic developments,Strategic developments,Other,Police Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),Labor Group (Papua New Guinea),Civilians,State forces-Civilians,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; The National (Papua New Guinea),National,"Other: On 17 February 2024, a suspected member of police shot a route 17 bus driver in self defense at Manu Auto Port, Port Moresby (National Capital District) after he was slashed in the arm by the driver who was intoxicated and resisting arrest. Police took the wounded bus driver to Port Moresby General Hospital. A confrontation between bus drivers and police followed later that day (coded separately). On 19 February 2024, the bus driver died in the hospital triggering a strike by buses around the city (coded separately). Around 6 March 2024 (week of), police arrested and charged the policeman with the murder of the bus driver after their investigations found the killing unlawful. On 3 June 2024, a Committal Court magistrate struck out the murder charge against the policeman in Port Moresby (National Capital District) due to lack of a police file. The policeman was freed.",1,NA,1750186809
PNG818,2024-02-17,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Highlands Region Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Health Workers (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 17 February 2024, 4 buses full of suspected relatives of a Highlands bus owner attacked 3 doctors with iron bars, bush knives, pitchforks, spades, and stones at Bautama, Port Moresby (National Capital District) in retaliation of a car accident involving one of the doctors and a bus from the bus owner's fleet earlier that day. The 3 doctors were injured. Police are investigating.",0,crowd size=no report,1750186809
PNG819,2024-02-17,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Labor Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"On 17 February 2024, bus drivers threw stones at police who discharged their firearms in response at the entrance of Port Moresby General Hospital, Port Moresby (National Capital District). There were no casualties. This followed the shooting of a bus driver by suspected members of police earlier that day (coded separately).",0,crowd size=no report,1750186809
PNG920,2024-02-17,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Wapenamanda,NA,Anji,-5.7262,143.9352,2,Royal Papua New Guinea Constabulary,Other,"On 17 February 2024, two tribes clashed in Wapenamanda (coded to Anji). Police said there were multiple deaths and are still assessing the total number of casualties. Unspecified number of fatalities coded as 3.",3,crowd size=no report,1742926129
PNG816,2024-02-18,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kaekin Tribal Group (Papua New Guinea); Palinau Clan Group (Papua New Guinea); Sikin Tribal Group (Papua New Guinea); Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Ambulin Clan Group (Papua New Guinea); Sau Walep Tribal Group (Papua New Guinea); Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Enga,Wabag,NA,Akom,-5.5556,143.8272,1,Post Courier; The National (Papua New Guinea),National,"On 18 February 2024, Sikin, Kaekin, and Palinu tribes clashed with Ambulin and Sau Walep tribes in Akom ward (Enga) resulting in the death of at least 49 people. The latter ambushed the former after receiving intelligence of the planned attack. According to the Police Minister, 46 of the dead were hired gunmen from the neighboring districts of Lagaip-Porgera and Kompiam. Security personnel are still retrieving bodies of the deceased from the area. Some reports mentioned that at least 17 tribes were involved in the fight.",49,crowd size=no report,1738102177
PNG820,2024-02-19,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Labor Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; The National (Papua New Guinea),National,"On 19 February 2024, bus drivers enacted a strike and gathered at Unagi Oval, Port Moresby (National Capital District) to demonstrate the shooting and death of a route 17 bus driver by suspected members of police on 17 February 2023 (coded separately). The NCD Metropolitan Superintendent addressed the bus drivers, assuring them that police were investigating.",0,crowd size=no report,1750186809
PNG821,2024-02-20,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Asariufa Tribal Group (Papua New Guinea); Okiufa Communal Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,Post Courier; The National (Papua New Guinea),National,"On 20 February 2024, landowners from the Okiyufa and Asariufa tribes gathered at the University of Goroka campus (Goroka Urban), demanding the Minister for Higher Education, Research, Science and Technology to respond to their earlier petition claiming gross mismanagement by University management and council resulting in nil spin-off benefits for them. The landowners have given the Minister 2 weeks to respond before they close the University.",0,crowd size=no report,1741648625
PNG822,2024-02-23,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Loop News Papua New Guinea; Post Courier; The National (Papua New Guinea),National,"On 23 February 2024, three Engan men armed with knives attacked and injured another Engan man at Three-Mile bus stop, Port Moresby (National Capital District). The victim succumbed to his injuries and died at Port Moresby General Hospital on 25 February 2024. According to police, this attack was related to ongoing tribal conflicts in Enga province. Police are investigating.",1,crowd size=3,1750186809
PNG823,2024-02-26,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Aijagaiba Communal Militia (Papua New Guinea),Patuabi Communal Group (Papua New Guinea),Identity militia,Civilians (Papua New Guinea),Civilians (Australia),Civilians,Identity militia-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Hela,Komo-Magarima,NA,Margarima,-5.9792,143.359,2,Post Courier; The National (Papua New Guinea),National,"On 26 February 2024, 15 men armed with guns and knives kidnapped and demanded a ransom for a Australian helicopter pilot and 2 locals at the base of Mount Sisa, Komo-Magarima district (coded to Margarima, Hela) where they were servicing a telecommunications tower. The armed men were from the villages of Aijagaiba and Patuabi in Komo-Magarima district. According to police, the kidnapping was triggered by claims over unpaid royalty for the land on which the tower stands. The suspects released the hostages after 6 hours following the deployment of security personnel in the area. Police have identified the suspects and are pursuing them. According to police, the suspects were also involved the rape and kidnapping of 17 female students in Walagu village, Komo-Magarima district on 7 June 2023 (coded separatly).",0,NA,1752608039
PNG830,2024-02-29,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"On 29 February 2024, a mob of Enga tribesmen living in Port Moresby armed with guns and bush knives attacked police in Port Moresby as they were trying to bring in for questioning an Enga businessmen who was suspected of funding the tribal fight in Enga on 18 February. Police detained the businessmen at Jackson's International Airport as he was returning from Australia. Police arrested 22 people.",0,crowd size=no report,1750186809
PNG824,2024-03-01,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Faniufa Communal Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,Post Courier,National,"On 1 March 2024, about 150 Faniufa villagers protested outside the Mapai Transport depot in Goroka Urban (Eastern Highlands), demanding K100,000 and a new vehicle from the company following a motor vehicle accident on 27 February 2024 where a Mapai Transport truck hit a Faniufa Sacred Heart Primary School vehicle along the Highlands Highway. The protesters presented a petition to the depot manageress, calling for the company to compensate the driver of the school vehicle who was also a teacher. The manageress presented K2,000 to the protestors as a token of continual friendship in the light of the accident and assured them that their petition would be escalated to management for consideration. Police are pursuing the truck driver who is still at large.",0,crowd size=about 150,1741648625
PNG825,2024-03-01,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Popole Communal Group (Papua New Guinea),Civilians,Police Forces of Papua New Guinea (2019-),Government of Papua New Guinea (2019-),State forces,State forces-Civilians,NA,598,Oceania,Papua New Guinea,Central,Goilala,NA,Fane,-8.5385,147.0743,1,Post Courier; The National (Papua New Guinea),National,"On 1 March 2024, Popole youths agreed to peace and surrendered their weapons to police and provincial government officials at Popole village, Fane (Central) to put an end to years of tribal fights. Police and the provincial government confiscated two homemade guns and a number of arrows. The laying down of arms was initiated by a youth leader following a peace and reconciliation ceremony by the Central Governor and Member for Goilala on 21 September 2023 (coded separately). The arms surrender was witnessed by the Central Governor, Central Provincial Police Commander, provincial government officials, police, and local leaders.",0,NA,1734463312
PNG826,2024-03-08,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Baringigl Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kororomeka Communal Group (Papua New Guinea); Kosaufa Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,Post Courier,National,"On 8 March 2024, Baringigl youths attacked Kororomeka and Kosaufa youths at Rotary Park, Goroka Urban (Eastern Highlands) during a peace mediation ceremony between the Baringigl group and the Kororomeka and Kosaufa group following the death of a mining engineer from Baringigl and Kororomeka villages on 23 December 2023. A fight emerged between the three groups of youths. Ten men from the Kororomeka and Kosaufa group sustained injuries before police arrived to stop the fight. Later that day, Kororomeka and Kosaufa youths set up a roadblock along the Highlands Highway at Asaro and attacked the Baringigl group in retaliation of the attack on them at Goroka Urban (coded separately).",0,crowd size=no report,1741648625
PNG827,2024-03-08,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kororomeka Communal Group (Papua New Guinea); Kosaufa Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Baringigl Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Eastern Highlands,Daulo,NA,Asaro,-6.0117,145.3126,1,Post Courier,National,"On 8 March 2024, Kororomeka and Kosaufa youths set up a roadblock and attacked about 100 Baringigl people along the Highlands Highway at Asaro (Eastern Highlands) in retaliation of an attack on them by Baringigl youths at Goroka Urban earlier that day during a peace mediation ceremony (coded separately). Police were onsite and dispersed the attackers. The Baringigl group were travelling back to Chimbu from Goroka with the body of a deceased mining engineer whose death on 23 December 2023 triggered tensions between the groups.",0,crowd size=no report,1710874085
PNG828,2024-03-13,2024,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Ambulin Clan Group (Papua New Guinea); Lungipin Tribal Group (Papua New Guinea); Nenein Clan Group (Papua New Guinea); Sau Walep Tribal Group (Papua New Guinea); Yandamau Tribal Group (Papua New Guinea); Yopo Clan Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Government of Papua New Guinea (2019-); Kaekin Tribal Group (Papua New Guinea); Lanzerakin Tribal Group (Papua New Guinea); Lyonai Tribal Group (Papua New Guinea); Mupapalu Tribal Group (Papua New Guinea); Murap Tribal Group (Papua New Guinea); Palinau Clan Group (Papua New Guinea); Sakaikin Tribal Group (Papua New Guinea); Sikin Tribal Group (Papua New Guinea); Wapukin Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; The National (Papua New Guinea),National,"On 13 March 2024, tribal leaders from the Yopo Alliance (likely leaders from Yopo, Ambulin, Lungipin, Sau, Itokon Nenai and Yandamau tribe), Palinu Alliance (likely leaders from Palinau, Kaekin, Itokon Mupapalu, Sakaikin, Sikin, Lyonai, Wapukin, Murap and Lanzerakin tribes), and the Government of Papua New Guinea signed a three-month peace agreement at the Hilton Hotel, Port Moresby (National Capital District) to end 3 years of fighting in Middle Lai, Aiyale and Tsaka Valley of Enga province. The tribal leaders agreed to an unconditional ceasefire of three months to allow for the PNG government to proceed with conflict resolution and humanitarian relief strategies in the area. The ceasefire agreement was witnessed by the Police Commissioner, Enga Provincial Administrator, and tribal leaders from both sides after 6 days of negotiations. The three years of conflict between the Yopo and Palinu tribes, and their allies, resulted in thousands killed, millions of kina worth of properties destroyed, and the displacement of thousands of men, women, and children.",0,NA,1750186809
PNG829,2024-03-15,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Lawyers (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Loop News Papua New Guinea,National,"On 15 March 2024, a group of lawyers dressed in their gowns marched along the Ela Beach front, Port Moresby (National Capital District) calling for the rule of law to prevail in PNG. The march was organized by the PNG Law Society to draw the attention of the country to the current situation of law and order in PNG.",0,crowd size=no report,1750186809
PNG846,2024-03-15,2024,3,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Kandep Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Lai Valley Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Porgera,-5.4795,143.1232,1,The National (Papua New Guinea),National,"Other: Around 15 March 2024 (month of), a group of people from Kandep attacked and killed a Lai Valley man in Porgera town (Enga). The motive of the attack is unclear. On 10 April 2024, communal members of the deceased attacked police in Mendi over unpaid compensation of his death by the Kandep group (coded separately).",1,NA,1733860839
PNG832,2024-03-15,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Manus,Manus,NA,Lorengau,-2.0309,147.2751,1,The National (Papua New Guinea),National,"On 15 March 2024, suspected members of a landowner group attacked police prosecutors at the Lorengau District Court House, Lorengau (Manus). The police prosecutors were at the court house to provide evidence on cases. The motive of the attack is unclear. According to police, members of this landowner group also attacked two police officers at Ecom Secondary School on Monday 18 March 2024 for responding late to a student riot (coded separately).",0,crowd size=no report,1711490829
